epoch,accuracy,loss
1,0.778525637489104,0.4349985206630868
2,0.778525637489104,0.4349985206630868
3,0.778525637489104,0.4349985206630868
4,0.778525637489104,0.4349985206630868
5,0.778525637489104,0.4349985206630868
6,0.778525637489104,0.4349985206630868
7,0.778525637489104,0.4349985206630868
8,0.778525637489104,0.4349985206630868
9,0.778525637489104,0.4349985206630868
10,0.778525637489104,0.4349985206630868
