auc,binary_accuracy,f1_score,loss,precision,recall,val_auc,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0.9668422937393188,0.8951339721679688,0.8897942304611206,0.22453050315380096,0.9368786215782166,0.8473398685455322,0.9717114567756653,0.9025593400001526,0.8981170654296875,0.20540647208690643,0.939751148223877,0.8602717518806458
0.9672608375549316,0.8957933187484741,0.8905457258224487,0.223189577460289,0.9371703267097473,0.8484517335891724,0.970729649066925,0.9005290865898132,0.8979250192642212,0.21120116114616394,0.9209461808204651,0.8762773871421814
0.9674610495567322,0.8961166739463806,0.8909175992012024,0.22247114777565002,0.9372192621231079,0.8490942120552063,0.9709281921386719,0.9004004001617432,0.8949917554855347,0.2089160680770874,0.9450608491897583,0.850226640701294
0.9676256775856018,0.8963396549224854,0.8911725282669067,0.2219117432832718,0.9373043179512024,0.8494840860366821,0.9726676344871521,0.9040704965591431,0.9000620245933533,0.20286445319652557,0.9379853010177612,0.8653533458709717
0.9677056670188904,0.896562933921814,0.8914201259613037,0.22164905071258545,0.9374364018440247,0.8498257994651794,0.9703809022903442,0.8973322510719299,0.8901175260543823,0.2123456448316574,0.9558948278427124,0.8331037163734436
0.9677677750587463,0.8966716527938843,0.8915443420410156,0.22141654789447784,0.9374787211418152,0.8500149846076965,0.972443699836731,0.9044025540351868,0.9022985696792603,0.2057816982269287,0.9215000867843628,0.8841204047203064
0.9678373336791992,0.8968192338943481,0.8917021751403809,0.2211640477180481,0.9375598430633545,0.8502471446990967,0.9719012379646301,0.9031317830085754,0.9009649157524109,0.20651808381080627,0.9205314517021179,0.8824437260627747
0.967849612236023,0.896903932094574,0.8918325901031494,0.22108682990074158,0.9373733401298523,0.8506219983100891,0.9723015427589417,0.9032842516899109,0.8991424441337585,0.20464156568050385,0.9380881190299988,0.8635615110397339
0.9679154753684998,0.8969618082046509,0.8919004797935486,0.22086600959300995,0.9373511672019958,0.8507691621780396,0.9708119034767151,0.9010549187660217,0.8981950283050537,0.209729865193367,0.9238330721855164,0.8741829991340637
0.967927873134613,0.8969966769218445,0.891909658908844,0.22083477675914764,0.9375922679901123,0.8505938649177551,0.9710521101951599,0.9011270403862,0.8976173996925354,0.20845334231853485,0.9294141530990601,0.8681899309158325
