auc,binary_accuracy,f1_score,loss,precision,recall,val_auc,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0.9734686613082886,0.9063124060630798,0.9038345813751221,0.19942766427993774,0.9275042414665222,0.8815105557441711,0.9716961979866028,0.8965522050857544,0.8984141945838928,0.214467853307724,0.8817480206489563,0.9159418940544128
0.9738249182701111,0.9070218801498413,0.9045644402503967,0.19796141982078552,0.9281540513038635,0.8823274374008179,0.9728360176086426,0.9045668244361877,0.9030367732048035,0.20234315097332,0.9167167544364929,0.8899883031845093
0.9740157127380371,0.907377302646637,0.9049474000930786,0.19721321761608124,0.9283992052078247,0.8828257322311401,0.973341703414917,0.9050397872924805,0.9041494727134705,0.2006956934928894,0.9117233753204346,0.8969229459762573
0.9741358160972595,0.9075825214385986,0.9051545262336731,0.19675958156585693,0.9285546541213989,0.8830979466438293,0.9728237986564636,0.9051166772842407,0.9018122553825378,0.20199520885944366,0.9331842064857483,0.8727196455001831
0.974218487739563,0.9077013731002808,0.9052870869636536,0.19644317030906677,0.9286288022994995,0.8832732439041138,0.972721517086029,0.9044989347457886,0.902451753616333,0.20232394337654114,0.9211997985839844,0.8846732974052429
0.9742915034294128,0.9078677296638489,0.9054532051086426,0.19616611301898956,0.9287898540496826,0.8834549188613892,0.972783625125885,0.9032544493675232,0.9029038548469543,0.20417381823062897,0.9052548408508301,0.9007861018180847
0.9743441939353943,0.9080051183700562,0.9055964350700378,0.19596520066261292,0.9289174675941467,0.8836110830307007,0.9740216135978699,0.9058473706245422,0.9053220152854919,0.19925089180469513,0.9094251990318298,0.9014776945114136
0.974388062953949,0.9081257581710815,0.90571528673172,0.19578927755355835,0.9290100336074829,0.883769690990448,0.9726110696792603,0.9033543467521667,0.9027877449989319,0.20452527701854706,0.907172679901123,0.898665189743042
0.9744309186935425,0.9081702828407288,0.9057599306106567,0.1956251561641693,0.92909175157547,0.8837754726409912,0.9741759896278381,0.9068549871444702,0.9022811055183411,0.19901755452156067,0.947547435760498,0.8613930344581604
0.974466860294342,0.9082342386245728,0.905830442905426,0.1954856961965561,0.9290878772735596,0.8839183449745178,0.9742131233215332,0.9074729681015015,0.9033434391021729,0.1978919357061386,0.9442600607872009,0.866070032119751
