auc,binary_accuracy,f1_score,loss,precision,recall,val_auc,val_binary_accuracy,val_f1_score,val_loss,val_precision,val_recall
0.8009835481643677,0.7026964426040649,0.6804459691047668,0.510444700717926,0.735192060470581,0.6335386633872986,0.8543335199356079,0.7455195784568787,0.7302701473236084,0.46774792671203613,0.7764649391174316,0.6895523071289062
0.800944983959198,0.702580988407135,0.6800521016120911,0.5103439092636108,0.7354939579963684,0.6326257586479187,0.8543158769607544,0.7456297278404236,0.7311086654663086,0.467460036277771,0.7750247716903687,0.692188024520874
0.8010286688804626,0.7025429606437683,0.6799736618995667,0.5103477835655212,0.7355183362960815,0.6324623823165894,0.8541384935379028,0.745836615562439,0.7335737347602844,0.46767759323120117,0.7704252004623413,0.7003726363182068
0.8010240793228149,0.702542781829834,0.6799132823944092,0.5102491974830627,0.7356024980545044,0.6323082447052002,0.8532409071922302,0.7437522411346436,0.7278369665145874,0.4687764048576355,0.775682806968689,0.6858393549919128
0.801081120967865,0.7026646733283997,0.6795376539230347,0.5101372599601746,0.7365607619285583,0.630946934223175,0.8525639772415161,0.7430511116981506,0.725930392742157,0.46856287121772766,0.7773952484130859,0.6811453700065613
0.8011127710342407,0.7027449607849121,0.6798269748687744,0.5102218389511108,0.7363300919532776,0.6316150426864624,0.8545022010803223,0.7455130815505981,0.7291553020477295,0.46775785088539124,0.7788861989974976,0.6856791377067566
0.8009968996047974,0.7025692462921143,0.6799535751342773,0.5103064775466919,0.7356188893318176,0.6323609352111816,0.8553484678268433,0.7472500801086426,0.734381377696991,0.467532753944397,0.7734314203262329,0.6993735432624817
0.8012267351150513,0.7026524543762207,0.6797270178794861,0.5100775361061096,0.7362263798713684,0.6315150260925293,0.8529466986656189,0.7441791892051697,0.7292129993438721,0.46827206015586853,0.7741740345954895,0.6894776821136475
0.8011331558227539,0.7026066184043884,0.6793988943099976,0.5101566910743713,0.7366162538528442,0.6306656002998352,0.8537952303886414,0.7450515627861023,0.7296989560127258,0.4677547514438629,0.7761028409004211,0.688819169998169
0.801122784614563,0.7026799321174622,0.6794946789741516,0.510177731513977,0.7366704344749451,0.6307958364486694,0.8539390563964844,0.7450846433639526,0.7298657298088074,0.4677508473396301,0.7758493423461914,0.6893199682235718
